"_id","client","content","crawl_time","created_at","forward_user_id","like_num","weibo_id"
"IxDGFA7JG-16611366827","来自iPhone客户端","紫蝶美:[围观]//@邵宛誉://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199790","2020-03-10 10:12:29","1661136682","0","IxDGFA7JG"
"IxDGFA7JG-264184635549","来自iPhone","休伯梨://@邵宛誉://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199790","2020-03-10 10:12:23","2641846355","0","IxDGFA7JG"
"IxDGFA7JG-279004863785","来自华为畅享10","流云似水aaa:转发微博","1610199791","2020-03-10 09:55:24","2790048637","0","IxDGFA7JG"
"IxDGFA7JG-259787955262","来自iPhone客户端","小屁屁闯江湖:[允悲][允悲][允悲]","1610199791","2020-03-10 09:50:08","2597879552","0","IxDGFA7JG"
"IxDGFA7JG-730612305591","来自iPhone客户端","吃豆得豌豆://@邵宛誉://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:46:28","7306123055","0","IxDGFA7JG"
"IxDGFA7JG-220605572525","来自iPhone客户端","東風解凍丶MAX-Q:💊//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199791","2020-03-10 09:31:26","2206055725","1","IxDGFA7JG"
"IxDGFA7JG-tesz17","来自iPhone客户端","Tesz://@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199791","2020-03-10 09:30:12","tesz","0","IxDGFA7JG"
"IxDGFA7JG-yzxyc25","来自微博 weibo.com","海比邻://@防务君: 人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:20:50","yzxyc","0","IxDGFA7JG"
"IxDGFA7JG-319416159760","来自HUAWEI Mate 20","冬日晒太阳的老牛://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:20:26","3194161597","0","IxDGFA7JG"
"IxDGFA7JG-607297586336","来自小米Note2 双曲面","N山东卖布郎:不遵守会场秩序啊，应该进行感恩教育//@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:19:42","6072975863","0","IxDGFA7JG"
"IxDGFA7JG-532744689025","来自iPhone客户端","xkyzzz://@长期耕耘数据时代://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:23:21","5327446890","0","IxDGFA7JG"
"IxDGFA7JG-davyhuang64","来自Thuraya iPhone客户端","黃峻Davy:回复@华特教育王浩平:你不要等，今天给你享受被嘲笑，打着教育幌子的水军五毛党//@华特教育王浩平:你放全文，别剪，就会轮到被嘲笑了","1610199791","2020-03-10 09:22:24","davyhuang","5","IxDGFA7JG"
"IxDGFA7JG-107609718588","来自iPhone客户端","天使之城sunny:谭主任辛苦//@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:13:38","1076097185","0","IxDGFA7JG"
"IxDGFA7JG-168679566340","来自Redmi Note 7 Pro","路宇森://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:13:17","1686795663","0","IxDGFA7JG"
"IxDGFA7JG-503598739392","来自iPhone客户端","雨搭上有把墩布:转发","1610199791","2020-03-10 09:13:07","5035987393","0","IxDGFA7JG"
"IxDGFA7JG-ilz00g19","来自Share微博客户端","我是不会说的:印度三哥忍不住笑开了//@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:13:06","ilz00g","0","IxDGFA7JG"
"IxDGFA7JG-630797349322","来自HUAWEI P20","帕拉丁改://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:13:01","6307973493","0","IxDGFA7JG"
"IxDGFA7JG-68850251455","来自iPhone客户端","上海本土司://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199791","2020-03-10 09:11:36","6885025145","0","IxDGFA7JG"
"IxDGFA7JG-101391971324","来自HUAWEI Mate 10","夹了笔的海盗:转发微博","1610199791","2020-03-10 09:11:07","1013919713","0","IxDGFA7JG"
"IxDGFA7JG-731799329291","来自小米6X 拍人更美","萱儿想长大V:转发微博","1610199791","2020-03-10 09:10:51","7317993292","0","IxDGFA7JG"
"IxDGFA7JG-632639099023","来自前置双摄vivo X9","南柯一梦larry:转发微博","1610199791","2020-03-10 09:10:25","6326390990","0","IxDGFA7JG"
"IxDGFA7JG-188411858057","来自搜狗高速浏览器","wq57-_-:[黑线]//@一玶海岸: 对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？  http://t.cn/A6z7jCDu","1610199791","2020-03-10 09:10:08","1884118580","0","IxDGFA7JG"
"IxDGFA7JG-282670953482","来自iPhone客户端","密码太长记不住://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:09:52","2826709534","0","IxDGFA7JG"
"IxDGFA7JG-10101810289","来自微博 weibo.com","Kenny阿坚:看来谭主任去了不少地方//@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:08:21","101018102","0","IxDGFA7JG"
"IxDGFA7JG-599938719768","来自HUAWEI Mate 20 Pro","ouyangduomi://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:08:11","5999387197","0","IxDGFA7JG"
"IxDGFA7JG-141278935585","来自iPhone客户端","Kiss_Ride://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:06:19","1412789355","0","IxDGFA7JG"
"IxDGFA7JG-649811093174","来自微博 weibo.com","QINGQING_56857://@长期耕耘数据时代: //@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:05:32","6498110931","0","IxDGFA7JG"
"IxDGFA7JG-536435196178","来自iPhone客户端","张牧之mm:转发微博","1610199792","2020-03-10 09:05:19","5364351961","0","IxDGFA7JG"
"IxDGFA7JG-659368815095","来自iPhone客户端","望远镜2019://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:05:07","6593688150","0","IxDGFA7JG"
"IxDGFA7JG-640197593278","来自360安全浏览器","源军知乎://@防务君: 人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199792","2020-03-10 09:04:57","6401975932","0","IxDGFA7JG"
"IxDGFA7JG-699273938886","来自荣耀7C 人脸识别双摄","原则sky://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 09:03:14","6992739388","0","IxDGFA7JG"
"IxDGFA7JG-14104472152","来自iPhone客户端","大号放大镜://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 09:01:50","1410447215","0","IxDGFA7JG"
"IxDGFA7JG-67971398476","来自荣耀9青春版 全屏四摄","用户6797139847:转发微博","1610199793","2020-03-10 09:01:40","6797139847","0","IxDGFA7JG"
"IxDGFA7JG-141473554576","来自360安全浏览器","太行乡农:搞笑","1610199793","2020-03-10 09:01:18","1414735545","0","IxDGFA7JG"
"IxDGFA7JG-294877492341","来自华为手机 畅享玩不停","艾花芃葳://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 09:00:25","2948774923","0","IxDGFA7JG"
"IxDGFA7JG-329785729265","来自三星A70s 6400万三摄","不绣钢螺丝刀://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 08:59:53","3297857292","0","IxDGFA7JG"
"IxDGFA7JG-389189936431","来自iPhone客户端","moses46_711:故人西辞黄鹤楼 烟花三月下扬州[二哈]//@翀锅陪你去巡山:[偷笑][偷笑][偷笑][偷笑]","1610199793","2020-03-10 08:59:32","3891899364","0","IxDGFA7JG"
"IxDGFA7JG-whiffet5","来自没疯准备疯iPhone XR","翀锅等你再巡山:[偷笑][偷笑][偷笑][偷笑]","1610199793","2020-03-10 08:58:22","whiffet","0","IxDGFA7JG"
"IxDGFA7JG-208343321340","来自iPhone客户端","10JQKA888:转发微博","1610199793","2020-03-10 08:57:49","2083433213","0","IxDGFA7JG"
"IxDGFA7JG-33673000866","来自微博 weibo.com","观澜日记:转发微博","1610199793","2020-03-10 08:57:30","336730008","0","IxDGFA7JG"
"IxDGFA7JG-565667673976","来自iPhone客户端","马丁翟哥:转发微博","1610199793","2020-03-10 08:56:31","5656676739","0","IxDGFA7JG"
"IxDGFA7JG-615319654734","来自iPhone客户端","海边地Jacky://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 08:54:21","6153196547","0","IxDGFA7JG"
"IxDGFA7JG-341389382211","来自HUAWEI nova 3e","手机用户3413893822://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 08:52:58","3413893822","0","IxDGFA7JG"
"IxDGFA7JG-331839090528","来自iPhone客户端","手机用户3318390905://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199793","2020-03-10 08:52:47","3318390905","0","IxDGFA7JG"
"IxDGFA7JG-74023027454","来自iPhone客户端","往事已成风70626://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199794","2020-03-10 08:51:53","7402302745","0","IxDGFA7JG"
"IxDGFA7JG-100124712184","来自HUAWEI P20 Pro","超脱的俗人:转发微博","1610199794","2020-03-10 08:50:43","1001247121","0","IxDGFA7JG"
"IxDGFA7JG-101223476738","来自三星 GALAXY Note8","闻溪老夫子:转发微博","1610199794","2020-03-10 08:49:23","1012234767","0","IxDGFA7JG"
"IxDGFA7JG-611828539633","来自","长期耕耘数据时代://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199794","2020-03-10 08:49:07","6118285396","1","IxDGFA7JG"
"IxDGFA7JG-14282347303","来自iPhone客户端","超短线量化:转发微博","1610199795","2020-03-10 08:46:39","1428234730","0","IxDGFA7JG"
"IxDGFA7JG-131408024160","来自iPhone客户端","豪哥要吃水果://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:45:48","1314080241","0","IxDGFA7JG"
"IxDGFA7JG-723031544184","来自iPhone客户端","Deadbeat37735://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:45:01","7230315441","0","IxDGFA7JG"
"IxDGFA7JG-735669781124","来自Share微博客户端","初见真身://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:44:43","7356697811","0","IxDGFA7JG"
"IxDGFA7JG-241642639041","来自realme Q 四摄迅猛龙","男厨2010://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:43:19","2416426390","0","IxDGFA7JG"
"IxDGFA7JG-127248698076","来自微博国际版","巴渝晨曦://@行业洞察者 :泰国代表也太搞笑了点！！[允悲][允悲][允悲][允悲]//@防务君 : 人送绰号“谭主任”//@孫崢_ :啥德行说来听听//@可机a意龙断 :笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆 :大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:43:06","1272486980","0","IxDGFA7JG"
"IxDGFA7JG-149687542455","来自iPhone客户端","liu2155://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:42:57","1496875424","0","IxDGFA7JG"
"IxDGFA7JG-250342259728","来自iPhone客户端","非正经人类研究中心://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:42:34","2503422597","0","IxDGFA7JG"
"IxDGFA7JG-305616161346","来自荣耀V9 我想要的快","谢子修大宗商品:转发微博","1610199795","2020-03-10 08:41:38","3056161613","0","IxDGFA7JG"
"IxDGFA7JG-spidersmile7","来自iPhone","玫瑰谷抓马坤://@防务君:人送绰号“谭主任”//@孫崢_:啥德行说来听听//@可机a意龙断:笑到捶桌！周边国家对我们也挺了解——千年古国德行呐//@呆萌的暴击史莱姆:大家对谭德塞是个什么货色也都心知肚明嘛","1610199795","2020-03-10 08:40:43","spidersmile","0","IxDGFA7JG"
"IxDGFA7JG-267420742530","来自iPhone客户端","大冯哥哥:死不要脸[吐]//@黄峻新浪官方博客:转发给你增加几毛钱，顺便给不知道的人一个拉黑名单[阴险][阴险]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199795","2020-03-10 08:37:18","2674207425","0","IxDGFA7JG"
"IxDGFA7JG-601376986087","来自华为P9手机摄影再突破","用户和颜悦色1996:转发微博","1610199796","2020-03-10 07:54:50","6013769860","0","IxDGFA7JG"
"IxDGFA7JG-195182855092","来自iPhone","瓜萌娃子://@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199796","2020-03-10 07:52:14","1951828550","0","IxDGFA7JG"
"IxDGFA7JG-606759163660","来自荣耀9 美得有声有色","低调6067591636:转发微博","1610199796","2020-03-10 07:35:06","6067591636","0","IxDGFA7JG"
"IxDGFA7JG-65394976384","来自HUAWEI Mate 10","akaoo009:转发微博","1610199797","2020-03-10 06:07:05","6539497638","0","IxDGFA7JG"
"IxDGFA7JG-52869410275","来自iPhone客户端","十月秋山:转发微博","1610199797","2020-03-10 05:58:40","5286941027","0","IxDGFA7JG"
"IxDGFA7JG-607995555774","来自vivo智能手机客户端","脚滑的蜗牛:不要对智库抱有太大的幻想，在美国，大多数智库都是私人成立的，智库里的人也是屁股决定脑袋，想的方案必然与自己老板的利益相挂钩。也不需要太担心，国内智库并没有多大影响//@要这里想:我去！这是智库？？？//@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们","1610199798","2020-03-10 05:12:19","6079955557","0","IxDGFA7JG"
"IxDGFA7JG-716492137594","来自iPhone客户端","犀皮2019:转发微博","1610199798","2020-03-10 04:53:04","7164921375","0","IxDGFA7JG"
"IxDGFA7JG-189605479729","来自OPPO超视野全面屏R15","欢-乐-火花:转发微博","1610199798","2020-03-10 07:29:51","1896054797","0","IxDGFA7JG"
"IxDGFA7JG-huidoubi25","来自+1sAndroid","来份小炒肉://@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199798","2020-03-10 04:13:22","huidoubi","0","IxDGFA7JG"
"IxDGFA7JG-davyhuang48","来自AGM X3iPhone客户端","黃峻Davy:纵有舆论场大量的韭菜捧菜刀的带节奏，明白逻辑的人还是有的[阴险]","1610199798","2020-03-10 03:30:52","davyhuang","6","IxDGFA7JG"
"IxDGFA7JG-davyhuang69","来自AGM X3iPhone客户端","黃峻Davy:转发给你增加几毛钱，顺便给不知道的人一个拉黑名单[阴险][阴险]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199798","2020-03-10 03:26:15","davyhuang","4","IxDGFA7JG"
"IxDGFA7JG-32637315585","来自iPhone客户端","MalcolmR97://@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199798","2020-03-10 02:07:52","326373155","0","IxDGFA7JG"
"IxDGFA7JG-17281480171","来自iPhone客户端","不会飞的飞侠://@浅夏半兮:主席，WHO建议全球各国不要对中国实施旅行禁令，但没有几个国家遵循这个建议。这和2009年的H1N1全球流行时的情况完全相反。当时疫情从某个国家爆发，扩散的速度更快，也造成了更多人的死亡，全球各国现在很明显是在双重甚至三重标准。我不懂，这不是反讽美国吗","1610199799","2020-03-10 01:50:36","1728148017","0","IxDGFA7JG"
"IxDGFA7JG-687739375624","来自iPhone客户端","瑶台客太客气:都哪来的初中没毕业的文盲们听不懂英文只会“哈哈哈哈”//@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199799","2020-03-10 01:50:07","6877393756","0","IxDGFA7JG"
"IxDGFA7JG-394639153043","来自HUAWEI Mate 20","易看天:你这种人不是傻，是从心里坏，原文翻译是这样吗？就你这种汉奸玩意早死早超生吧！","1610199799","2020-03-10 01:27:14","3946391530","0","IxDGFA7JG"
"IxDGFA7JG-289289014085","来自微博 weibo.com","PoweredByVodka://@吐槽鬼: 央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？  http://t.cn/A6z7jCDu","1610199799","2020-03-10 00:55:38","2892890140","0","IxDGFA7JG"
"IxDGFA7JG-similarray77","来自Android客户端","PumpkinCupcake:私自加工或者减料的翻译不是蠢就是坏//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199799","2020-03-10 00:46:25","similarray","0","IxDGFA7JG"
"IxDGFA7JG-263982394498","来自坚果 Pro 2 特别版","小公务猿:不开评论，等你们转发加粉骂他，这炒作手段一流//@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199800","2020-03-10 00:39:03","2639823944","0","IxDGFA7JG"
"IxDGFA7JG-dew120331","来自HUAWEI Mate 9","猎狼鹰:众所周知，微博经济学家等于傻X","1610199800","2020-03-10 00:10:43","dew1203","0","IxDGFA7JG"
"IxDGFA7JG-617318136990","来自iPhone客户端","用户6173181369:转发微博","1610199800","2020-03-09 23:31:41","6173181369","0","IxDGFA7JG"
"IxDGFA7JG-tuogeyang86","来自HUAWEI Mate 9","托尼玛哥杨://@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199800","2020-03-09 23:26:32","tuogeyang","0","IxDGFA7JG"
"IxDGFA7JG-622594357269","来自Android","飞奔的卢卢卢卢卢小旺:黑心吃洋肠[二哈]，这英语水平，谁给的勇气翻译？","1610199800","2020-03-10 00:07:23","6225943572","0","IxDGFA7JG"
"IxDGFA7JG-390456724144","来自小米MIX概念手机","污昀叔://@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199800","2020-03-09 23:59:13","3904567241","0","IxDGFA7JG"
"IxDGFA7JG-351056939527","来自iPhone 11","碧天如水夜云飞://@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199800","2020-03-09 23:58:14","3510569395","0","IxDGFA7JG"
"IxDGFA7JG-226682041464","来自iPad客户端","zxjia_2002:又是智库的//@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199800","2020-03-09 23:22:55","2266820414","0","IxDGFA7JG"
"IxDGFA7JG-225146640355","来自iPhone客户端","青年才俊2251466403://@hknatgpm:转别人发的吧。真的特别好玩！[摊手]","1610199800","2020-03-09 23:22:05","2251466403","0","IxDGFA7JG"
"IxDGFA7JG-595778056921","来自联想S5Pro 偶像级自拍","采薇歌2019:转发微博","1610199800","2020-03-09 23:20:18","5957780569","0","IxDGFA7JG"
"IxDGFA7JG-553074452999","来自HUAWEI Mate 8","利锋如风:头上顶着经济学家的大都是蠢蛋，再加上房地产字样基本就是混蛋了！[允悲]","1610199800","2020-03-09 23:20:08","5530744529","2","IxDGFA7JG"
"IxDGFA7JG-andyakuma98","来自iPhone客户端","在人生中打滚撒泼的黄ANDI:博主英语46级过了吗[doge]","1610199800","2020-03-09 23:45:51","andyakuma","0","IxDGFA7JG"
"IxDGFA7JG-559204933699","来自HUAWEI P30","小笼包主:小学生英语都能翻译出来的，一个所谓经济学家竟然翻得牛头不对马嘴，还有一棒傻子跟着捧场[吐][吐][吐][吐][吐][吐]","1610199800","2020-03-09 23:34:49","5592049336","1","IxDGFA7JG"
"IxDGFA7JG-363369578468","来自Share微博客户端","咿呀哟2013://@一玶海岸:对比一下视频全文，再看这个节选版，这种经济学家心真黑啊！我们花钱养的这些个智库经济学家，就是这种水平？[二哈]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199801","2020-03-09 23:13:16","3633695784","0","IxDGFA7JG"
"IxDGFA7JG-thesorefeet199383","来自微博国际版","DDustbin:原博英语小学水平，心是真的黑，鉴定完毕[微笑]//@贝橦520 ://@漠北阏氏 ://@夜微凉喂 :一个月前的视频，当时世卫组织尚未组织调查团来中国，博主发的视频剪掉了前面一部分，主旨是泰国代表讽刺各国的双标，不敢对美国发布旅行禁令，却对中国争先恐后搞旅行禁令。背景是，泰国至今允许中国游客入境。","1610199801","2020-03-09 23:12:11","thesorefeet1993","0","IxDGFA7JG"
"IxDGFA7JG-687197207697","来自Android","炭火蛙锅辅导员:已经对“经济学家”“律师”pstd了[白眼]//@吐槽鬼:央视经济评论，博鳌亚洲论坛智库，竟然不懂英文？你是小学出道的野生经济学家？ http://t.cn/A6z7jCDu","1610199801","2020-03-09 23:09:02","6871972076","0","IxDGFA7JG"
